# col0 col1 col2 col3 col4
176.76431556233564 193.74436319328592 214.2155835909572 131.7106269874719 323.61924851570103
309.26612859890196 343.4850936577424 190.36548871885185 313.1260829932404 305.3736072791034
442.9957225340442 510.7692987352187 404.10496552680667 385.7393953802583 306.65710706983907
230.5515634818125 210.66057689484362 216.5636294761375 282.14768921412934 324.40618371611674
315.9436091728525 254.89328936307493 312.9197733612863 339.5211515875054 318.6409262488837
473.4053161346316 437.87013900716573 386.7005801145986 450.40871532907397 289.94911566623233
254.45861852310594 373.8820642777252 334.25154406204473 217.1511227948254 221.85711983702276
310.18667597644884 249.06901384942853 248.24049567448233 278.82233919394076 369.16950232666835
230.317600320161 335.56569117966114 210.65170001928158 213.20463055018652 329.66242166030366
252.9573174079081 237.6086346572144 292.8264703625683 146.20647792349928 348.80163512336503
292.5988732049652 262.0909398254553 164.8663846572776 284.13796245657977 360.89987339497327
227.93500699990958 341.6884321581489 324.12094160642613 233.08034003014032 351.1672596074122
179.17484730343514 238.99749336349888 170.37192318336847 172.15247358205335 207.23234967280942
371.41274960687093 389.2890227771311 203.4765888724674 292.74171241099776 232.5905731694069
249.81193103578937 256.1188583764942 229.4819660381507 213.77132729034253 307.5775701721914
277.9647667631865 356.0827026551191 327.7446180414819 270.3901245677381 253.9768242303698
145.71854294068402 179.37468716662036 204.81157551669975 195.07001749525122 160.65897515090975
183.06931443629063 209.76766987956927 255.6610069424481 185.85521387446653 304.09586551124636
349.31641375497213 361.9940735366956 319.11782081924997 257.4589368643116 298.9639170784728
256.33451888205354 238.84202790470178 300.008622806559 323.2774267132359 283.82692969675674
395.6131454625448 391.9906640545923 494.4766049786419 452.2009559924667 315.9231847223126
300.83884165018594 311.2864823781362 335.5381109649436 276.0777245003689 211.61541889110865
213.55363449987286 162.044820056638 198.63641675749162 221.20396440070803 426.97516623709384
422.338718028263 419.33247790668514 380.97745558859873 335.17529086013604 267.0655380059486
244.1901444878502 186.41792648446702 286.2016616261685 322.44871182574735 332.8006074340938
292.3664707523728 267.39575229153405 151.20880753940227 252.10895008617518 238.1123482636445
278.25047013987114 261.7012409097858 200.51725571449612 280.52208839710215 272.29845306387045
401.36202294298363 407.5564632365101 330.02205909790246 389.2369488182948 408.5361938929738
312.24045522288066 344.97385224727975 344.73216052729344 372.71146915987873 381.41270150853177
280.4818000855279 282.2257484190222 281.402698013803 252.65703757647205 280.82339270726874
194.40924939611588 185.99179571371477 151.7345762986252 213.9347376866521 352.7414802633649
215.73646054349862 294.18780984240635 261.5393109134869 185.37738576253003 208.51699103766836
199.36053176462758 165.33838994624512 208.41863409993397 244.52628774446936 335.67920106269304
300.35151033781625 190.56107584819753 180.98609836715949 229.51884814115562 318.95415100028515
271.7677055643365 274.4834281140253 237.09370093789144 242.75750081515682 345.23982890217627
235.7353890980622 376.66821837632057 324.4593215511384 220.85427432289026 292.33178335407996
242.61062712317184 343.21974395291517 312.3337728287954 341.2291310150164 265.3095808433642
251.0463547746979 316.3799486894843 371.8386686485357 229.24922194799626 244.73167339557475
271.75523860624094 408.4940981143683 414.221476360946 388.9802206352318 234.8626579231374
297.01384617920826 269.2859055645453 231.58661389809578 252.30506852946502 336.3205405053691
167.6324401058293 122.73569404660643 171.7878397929271 140.81242836806697 350.26985659466493
347.7194349401636 386.2770357466354 316.84048072958876 454.1796888360127 296.9615341543864
319.6798163158079 350.98437868788466 353.58137485589754 318.5428139960292 248.1137688895326
398.40185112211566 370.97204884724454 253.15396912959872 317.2156543508068 435.71912229350244
361.94497872328026 256.10379640845895 288.55848110306033 330.5858900637971 331.06632060278224
217.30230526869505 288.5022704518503 275.3544502249928 199.2257925474733 280.490278920341
379.2782718680667 301.3579296210745 370.96469412410505 457.5797010413735 298.90208100167433
365.38872306730576 432.9094375483865 337.78694488347344 307.41780130031106 468.5909125846756
226.08430897043783 229.90350310039156 226.6314200758335 233.95338542251864 305.9954992175765
152.34047726453247 182.02400927280166 256.3952084837972 247.3954463157398 263.74096820519696
205.1826266283491 213.88209859848075 154.1836366897242 169.67310580759442 200.47970298020266
456.4802522070553 305.2033933490887 289.2592848172458 390.98849665980555 222.48740292697818
239.86573052758905 196.27383938985614 244.2697050654734 314.8038078240927 193.36193268685332
264.07335862964015 243.85653720683337 320.8340984426982 380.77582896544436 274.93754985958776
215.0640655414396 317.7577904343291 293.2091844897852 169.66366777874393 313.12487276736584
235.10763295233522 278.6216361883627 278.4051427486225 304.5054782964313 193.8512005439937
393.5642042662192 462.2713593136033 288.22916413167695 315.1743872715729 228.16702499493184
280.24352215884795 413.6651181103391 354.7879990597357 300.28606558638074 255.15665461284124
275.24186677576716 174.60829528226571 179.60751355932788 165.52219959340056 364.9336090992191
324.45087370678056 342.4680630370503 298.25225519477357 282.5613006058737 351.2777251873992
247.29615544492077 206.39999614382486 176.52359340962826 172.2920211760357 224.16306005286344
183.20827512889778 248.42966543869895 274.5405008951995 227.25909628670166 289.65699009258674
301.404660312038 231.91329870990208 266.79941703410276 326.3790354934214 324.69410709816754
224.17878691922726 329.202451504915 313.4507238106447 226.48081412464705 240.1302797287951
321.38764546161525 409.87824546469346 357.15898046592486 385.33782800089745 284.76840879942586
239.41619265081638 264.26948431202106 268.1063653116057 251.72217707222237 397.8754780349281
272.61795245606055 230.04442688141472 363.6587860132114 359.37552350412136 337.11547984589544
203.93110209076508 230.7645571141967 155.83425036658602 198.90130138942902 413.25630741211137
197.42125594777784 227.82114922593206 178.5472680257839 147.65118107171796 245.47602011580832
172.24699616275655 163.8321718737938 233.71495976262716 308.7476464859663 316.4381019333097
416.4720612414554 429.1121562426991 461.5690770679419 391.88854222034837 323.8864389991209
199.59193577671434 195.96532467676084 302.31100838014476 218.17922471975635 203.13634053353888
304.5511900812205 408.0925142861997 313.35322683778895 253.51386921230858 301.63986071572833
362.89661746862794 356.08188981763016 340.2701301558312 390.1845930907189 451.09482072262074
280.67766712856513 249.85052523811666 256.5779094302093 279.73819370081503 293.5398536741074
350.6322324511046 326.0242191093066 260.28636831231063 279.1766277747989 319.2296266082395
302.26732345277014 168.2218323921411 235.54856510131995 249.8574790670599 243.033777474519
309.64471388535696 297.59687497833585 296.2011679326487 279.0443028648754 258.17793688388394
436.8433339827168 432.9502585410271 524.5224761055205 520.4005202508996 295.3552428433196
374.781520615599 394.21657212829587 373.47726174892443 400.7656413438645 232.80113024931345
208.07029137814015 203.2659485892922 215.55876683537727 170.6240071680384 269.78868244504497
278.3788155706454 324.48805009053865 300.0515394165953 331.86541735843133 272.31569067112054
240.07320800369982 288.8432860778528 279.8621918813769 299.91988322752627 247.42930384088783
193.8662355438179 157.9759916262568 210.26560695093784 197.97146913241937 338.08573719594915
168.72134497015924 203.6725710587221 163.68239913725418 112.41488865997457 218.24854422787183
279.30854172728027 299.3135866086802 287.99286998799596 291.9249230804487 232.11053956849514
315.81447183479696 285.1864654809207 225.37463109186703 206.68119543192384 339.0543586573185
256.8632601672201 226.98538719968866 218.72614784935587 196.62667505784535 264.6652730990361
269.18262560096525 297.1652293646887 236.04063655728615 296.8060983307277 397.9415470710071
266.57609726652004 212.06817697314213 311.5421391734321 258.42382009160764 348.8555589218249
235.3226648568473 223.617748432319 279.79618803505656 268.8646805243454 316.87767380032767
276.53350848105197 223.12811628041902 236.38100876761675 272.7620193055704 270.2311427950024
252.09688386161926 182.7022378102622 230.88085723727863 294.98213116960557 231.42242306166509
262.07348225870413 254.1939817137243 194.26742207455035 225.43472936746429 308.76258045714906
299.756988740334 275.1685115936771 376.98654089822537 335.05881276126587 280.17016796539633
343.5337002191701 300.18140029676283 260.31989494341263 378.96875458622225 302.6996397227731
253.8780789452379 249.46213728174428 247.76542412029633 273.72324274069626 270.21867069696646
200.93526372935864 226.07564902222066 156.4300489609075 216.6331189734774 183.28422831506137
385.0875607860698 483.74216847206674 439.87614886759474 483.7996184185297 322.3194427264242
303.0076446701478 177.58452058805187 216.30011372902248 250.0240086118847 312.5650091186862
283.4594120089457 193.0898087440389 201.21000827386266 212.3014683058887 284.1832733711726
270.0298742700943 269.325872051977 260.18654639565096 230.34634112743285 333.77444004944823
270.07159772286275 216.05947783048234 266.9417507435716 273.79944947797213 344.8595924776484
197.34841520710938 173.52756461400716 302.23315807478315 255.0939388485586 222.29341129788108
175.7462874704889 172.98003783076132 183.27703889152687 194.05345623063766 278.6367761632351
245.4173002212383 194.8935470733962 295.438978078898 272.2329890134646 361.3546724402593
245.69301708502744 248.4440968945285 175.16714983331065 195.01459453271124 278.4377071329331
317.36751328433286 320.1527962015733 269.7725220107136 243.08417107272976 299.18996849822645
320.3816000837388 385.5935571191711 415.2499150287507 329.54546339142223 248.8584775922288
258.0197666131056 259.78221247690317 239.994945340294 296.61460493604744 218.33131899003408
218.8572348385982 217.26225942293277 167.32532190174226 159.70809531802064 282.76532113735476
294.90419831087564 357.886220381034 406.63339987018605 318.3975054910355 349.15657043239696
451.6990999960785 497.1987312802633 404.7053427076104 316.9624498267357 332.309941016978
159.82005567495827 162.3277061565596 143.86979990383531 180.6839646663845 261.8869108502684
233.18066595959658 216.86059508956276 256.93069907753716 305.01716453853925 195.58539322907353
331.0529995009604 377.7018389042731 359.40305776265603 319.6928033296494 197.0700461497087
297.5179232301024 238.43048270105277 259.2149341084351 326.71101308503523 334.67844444012724
226.59484980994873 275.49464762933496 219.0592301331232 196.28537836588623 258.6615975505592
350.36178142588784 400.64682442809243 372.56331014697406 323.2961929152238 264.79951105735756
229.97845162989822 252.02037365905167 269.7171813549565 210.3511771358042 317.49321115048883
383.87603161169096 398.8807165257903 359.6476323511485 251.464591376431 279.7811876847248
175.37824798605126 189.56772501905556 184.67089212195532 189.96779971932293 245.6173318941886
349.3144284595092 394.12484387294484 379.71954417622214 419.4902859921869 187.63636389537655
162.99529598058518 202.6345812531478 189.97869694613834 202.55667810694794 285.92096546820557
193.55235533427063 268.0837720255162 170.54055640104028 246.93592672952974 321.18288033712855
247.9788589389596 155.8348178828246 223.2499216690969 280.77465857970833 217.94451473692195
330.5291542596657 360.2236289915451 266.486813578111 272.73665966745295 256.7533830813667
202.52699623579142 225.98138163408436 252.4805422171037 229.09860751395917 329.08201886939634
265.6592473035916 270.8177233130308 192.94050153294947 222.01645562871968 386.94130717174806
193.39316651176654 163.5033954800513 198.0079004705963 162.1887179405863 218.67160755381616
455.70253813126754 419.4371075550003 459.2300031238863 407.57940094942063 253.1189948332134
317.8257531693373 195.35191804726568 326.0902919862436 342.3851109580024 219.08033445357728
312.59712270990565 259.0292978298318 188.03026788042052 280.71890865670827 320.29827951756295
347.05848921526893 319.7672419501989 338.77629623699215 282.5341011749026 339.519288443696
214.33018740479696 242.23039870936998 197.3265208542538 97.8869844877474 286.93841527048284
347.44431342567987 229.55898603789697 241.77504901977844 266.84091152665997 234.06404333575742
230.20241338780528 198.3010217026982 265.048227855493 232.6315055684471 273.73487310213
214.7989256023724 301.5835951360324 255.19419051203232 218.17790756224514 276.40327435726886
256.7114252915212 361.27348097306714 295.5760999094083 301.01075127464594 345.6276006209926
170.04232813751716 240.68216000434222 227.80220920196155 185.8482853816286 294.13566439768675
305.4318905436366 278.8249547598822 176.26539814262202 260.95021988443756 264.4954303116976
168.87215441771622 208.20404726406463 240.1059419470262 286.318112654993 261.99906473508076
206.24853965667086 190.27314676267127 214.46524280796166 264.25796849618195 350.60739202079446
327.300551854792 375.89488398067203 300.59782112016535 275.63558163589244 302.35322002372516
348.43677927633604 253.34349690230198 269.4642660790602 300.9245015155344 369.77978717365585
543.9655478782736 483.7319452061005 419.2724139695948 551.33613890569 382.83111920495907
342.4786938603084 243.19366214490424 236.87034065972375 250.52783496186078 299.56078231597
204.48848807465907 150.4891871751301 239.50867816086534 325.37195619002597 278.4650209768874
134.25269276217358 174.34913615352988 213.51056775624542 210.5836518063508 244.85603409453128
203.73148767511458 207.06011427970307 210.725770941421 184.95635800883693 276.50941138236016
201.78364641771094 191.47179868566963 170.09701356765402 199.71348014334302 319.017448852638
346.9408386361384 276.595541762066 288.4515962843864 316.943651288681 341.5356937712768
273.85384964506295 282.82631302522987 278.09169089657445 276.222140481906 291.74143737168373
284.42915072877713 266.59555105383606 290.05538622461245 264.32374431658127 256.0693949716193
329.09235100607077 382.8272098599028 328.50212696360376 344.4805582299944 228.93891502687012
307.9348758756766 316.8968081311639 317.44686899539613 355.44166039972873 264.4053705201482
138.7360007847613 230.0960504937734 233.37436269421121 133.70399615068072 231.7705761736914
241.0788286667652 223.25078533627075 268.19918809371245 254.47722173605874 294.9586861360266
323.55127817343464 322.06390312459496 332.8263058956746 325.85273225977517 301.81074667090746
317.39050315902574 251.248873606546 293.70191673383266 277.63453271043846 396.6342849052221
149.7219826477348 208.94082990312532 155.2296315032129 250.04154079123055 253.8216664002717
317.51910929203143 320.17598279003954 323.8147387116565 287.0530834703163 226.51197152242892
236.5357677986089 184.92442480307395 272.19726822509097 289.879392427773 318.45880736776314
194.87597961989832 267.74592462363046 286.52775374250865 210.90597602180517 275.32181189965246
242.10928989054784 198.58670276491932 210.040819137392 188.47462286001192 279.73691285827033
296.35413445660964 262.26374249914323 232.62389434266197 231.85832606008654 246.3441942240669
298.274876255212 286.3283146764995 305.06673040249865 344.88515446545966 411.37943756499624
269.99810876031125 251.6046120020896 264.26896543787376 215.27284747921416 260.3724686721937
224.86735656390127 206.43458092873288 266.01484091339466 228.1269040876629 375.42799063951145
378.454242623693 306.68593638782954 287.762443126055 411.83988556334884 373.6414024076913
210.35358573416565 163.27220186778428 151.49225922722303 249.56610689224726 271.45242290194255
431.15260081152104 429.41329156482675 342.10915323356073 396.09320805484845 338.97913170177867
453.46337308029865 385.15709618621423 326.17406244160037 261.55841133461973 441.2139611151384
322.52507674676224 181.66708622830387 273.5691942500041 285.7675727276892 219.06540431810114
373.32187995461993 414.67982278594764 387.8419448268607 412.53580549108335 339.24316472093795
208.1026159563692 158.08430887523892 237.47186370043022 241.62864647174925 294.75393585982624
286.9865592443922 258.92820930698934 229.54172853874158 253.5225376342452 391.1034895809532
